event_id,shipment_id,event_timestamp,event_type,event_city,latitude,longitude,event_delay_minutes
1173,235,2024-05-06 04:25:00,At Hub,Bengaluru,12.41651,74.45678,0
1174,235,2024-05-06 06:33:00,Out For Delivery,Chennai,16.01725,77.84822,0
1175,235,2024-05-06 07:54:00,Delivered,Bengaluru,13.41012,80.94679,0
1176,236,2024-04-20 00:00:00,Picked Up,Mumbai,16.86181,77.40053,0
1177,236,2024-04-20 01:33:00,In Transit,Bengaluru,15.11724,76.27471,0
1178,236,2024-04-20 03:06:00,At Hub,Mysuru,16.20587,78.62858,0
1179,236,2024-04-20 04:36:00,Out For Delivery,Chennai,15.85098,76.12523,0
1180,236,2024-04-20 05:33:00,Delivered,Mumbai,19.07358,78.05649,13
1181,237,2024-09-25 00:00:00,Picked Up,Mysuru,16.13279,73.51547,0
1182,237,2024-09-25 04:40:00,In Transit,Hyderabad,16.76905,73.53139,0
1183,237,2024-09-25 09:21:00,At Hub,Pune,17.52104,74.31502,0
1184,237,2024-09-25 13:51:00,Out For Delivery,Mysuru,14.90918,80.38194,0
1185,237,2024-09-25 16:42:00,Delivered,Hyderabad,15.14766,72.65949,5
1186,238,2024-08-14 00:00:00,Picked Up,Mumbai,18.397,73.1076,0
1187,238,2024-08-14 03:36:00,In Transit,Mumbai,15.62602,77.43397,0
1188,238,2024-08-14 07:13:00,At Hub,Mumbai,16.96731,78.55996,0
1189,238,2024-08-14 10:42:00,Out For Delivery,Chennai,18.77422,79.72822,9
1190,238,2024-08-14 12:54:00,Delivered,Mumbai,18.83694,76.76883,31
1191,239,2024-05-18 00:00:00,Picked Up,Pune,14.40257,79.46571,0
1192,239,2024-05-18 02:10:00,In Transit,Chennai,15.42626,74.11429,0
1193,239,2024-05-18 04:21:00,At Hub,Mumbai,14.87409,79.57113,0
1194,239,2024-05-18 06:27:00,Out For Delivery,Chennai,19.34543,74.29056,4
1195,239,2024-05-18 07:47:00,Delivered,Pune,19.92217,73.08577,17
1196,240,2024-12-09 00:00:00,Picked Up,Pune,17.14037,73.15213,0
1197,240,2024-12-09 02:16:00,In Transit,Mysuru,14.76658,79.57357,0
1198,240,2024-12-09 04:33:00,At Hub,Chennai,15.27121,81.2752,0
1199,240,2024-12-09 06:45:00,Out For Delivery,Bengaluru,13.41497,75.58458,0
1200,240,2024-12-09 08:09:00,Delivered,Hyderabad,14.74104,73.10468,14
1201,241,2024-02-27 00:00:00,Picked Up,Mumbai,14.7153,76.5853,0
1202,241,2024-02-27 02:27:00,In Transit,Hyderabad,17.78782,78.27922,0
1203,241,2024-02-27 04:55:00,At Hub,Pune,15.71071,72.54676,14
1204,241,2024-02-27 07:18:00,Out For Delivery,Hyderabad,18.4991,79.30072,0
1205,241,2024-02-27 08:48:00,Delivered,Bengaluru,18.16868,77.63668,0
1206,242,2024-07-26 00:00:00,Picked Up,Hyderabad,18.30305,79.11537,0
1207,242,2024-07-26 01:06:00,In Transit,Mysuru,18.48612,77.05847,0
1208,242,2024-07-26 02:13:00,At Hub,Hyderabad,12.72082,78.40619,6
1209,242,2024-07-26 03:17:00,Out For Delivery,Pune,12.97796,74.21578,26
1210,242,2024-07-26 03:58:00,Delivered,Pune,19.24656,79.0998,15
1211,243,2024-03-13 00:00:00,Picked Up,Mysuru,19.40159,79.17669,0
1212,243,2024-03-13 02:52:00,In Transit,Mumbai,16.69525,78.25637,0
1213,243,2024-03-13 05:44:00,At Hub,Chennai,17.0018,73.877,7
1214,243,2024-03-13 08:30:00,Out For Delivery,Mumbai,15.62311,78.80429,19
1215,243,2024-03-13 10:15:00,Delivered,Pune,14.23029,74.62521,0
1216,244,2024-05-08 00:00:00,Picked Up,Mumbai,13.36974,76.23869,0
1217,244,2024-05-08 01:44:00,In Transit,Hyderabad,19.3982,76.96212,0
1218,244,2024-05-08 03:29:00,At Hub,Hyderabad,13.13491,73.17735,0
1219,244,2024-05-08 05:10:00,Out For Delivery,Pune,18.64993,78.30369,0
1220,244,2024-05-08 06:14:00,Delivered,Pune,18.4273,74.89313,27
1221,245,2024-12-31 00:00:00,Picked Up,Mumbai,17.52352,74.82375,0
1222,245,2024-12-31 04:16:00,In Transit,Mumbai,19.6699,78.10009,0
1223,245,2024-12-31 08:33:00,At Hub,Hyderabad,13.16106,78.61284,0
1224,245,2024-12-31 12:41:00,Out For Delivery,Chennai,13.40283,77.73867,0
1225,245,2024-12-31 15:17:00,Delivered,Mysuru,18.58998,79.34662,17
1226,246,2024-07-21 00:00:00,Picked Up,Chennai,18.11941,74.15196,0
1227,246,2024-07-21 02:22:00,In Transit,Pune,12.26895,78.65075,0
1228,246,2024-07-21 04:45:00,At Hub,Mumbai,14.70462,76.30465,0
1229,246,2024-07-21 07:03:00,Out For Delivery,Chennai,11.83912,78.36826,10
1230,246,2024-07-21 08:30:00,Delivered,Mumbai,14.31034,80.40169,0
1231,247,2025-03-22 00:00:00,Picked Up,Bengaluru,19.22663,75.36256,0
1232,247,2025-03-22 01:24:00,In Transit,Hyderabad,19.33836,81.26619,0
1233,247,2025-03-22 02:49:00,At Hub,Mysuru,13.66638,77.57498,10
1234,247,2025-03-22 04:10:00,Out For Delivery,Mumbai,12.08513,73.33528,9
1235,247,2025-03-22 05:02:00,Delivered,Mysuru,18.9648,81.27913,16
1236,248,2024-11-30 00:00:00,Picked Up,Mumbai,13.60102,72.85509,0
1237,248,2024-11-30 02:08:00,In Transit,Mumbai,15.07737,73.64471,0
1238,248,2024-11-30 04:17:00,At Hub,Mysuru,11.69511,75.67176,14
1239,248,2024-11-30 06:21:00,Out For Delivery,Mysuru,14.22117,78.25821,10
1240,248,2024-11-30 07:40:00,Delivered,Chennai,13.51856,72.62656,26
1241,249,2024-01-14 00:00:00,Picked Up,Mumbai,18.14987,77.98894,0
1242,249,2024-01-14 03:56:00,In Transit,Bengaluru,18.13203,72.84265,0
1243,249,2024-01-14 07:52:00,At Hub,Chennai,16.40154,77.9966,10
1244,249,2024-01-14 11:39:00,Out For Delivery,Pune,19.02057,77.66504,21
1245,249,2024-01-14 14:03:00,Delivered,Pune,18.08355,76.39219,7
1246,250,2025-01-22 00:00:00,Picked Up,Hyderabad,17.65435,75.92523,0
1247,250,2025-01-22 05:30:00,In Transit,Bengaluru,13.49122,77.7523,0
1248,250,2025-01-22 11:01:00,At Hub,Mumbai,19.57518,80.67643,5
1249,250,2025-01-22 16:21:00,Out For Delivery,Bengaluru,13.34123,81.26155,10
1250,250,2025-01-22 19:42:00,Delivered,Pune,20.03573,78.21568,0
1251,251,2024-05-01 00:00:00,Picked Up,Mumbai,18.4984,78.79288,0
1252,251,2024-05-01 02:54:00,In Transit,Bengaluru,16.66048,72.96946,0
1253,251,2024-05-01 05:48:00,At Hub,Mysuru,17.39453,75.78348,34
1254,251,2024-05-01 08:37:00,Out For Delivery,Chennai,19.69272,73.97274,0
1255,251,2024-05-01 10:23:00,Delivered,Mumbai,17.56508,78.20802,34
1256,252,2025-03-04 00:00:00,Picked Up,Mysuru,13.89501,73.87462,0
1257,252,2025-03-04 01:13:00,In Transit,Chennai,17.03268,77.77386,0
1258,252,2025-03-04 02:27:00,At Hub,Bengaluru,13.0604,78.70522,5
1259,252,2025-03-04 03:38:00,Out For Delivery,Mumbai,18.78509,73.99361,34
1260,252,2025-03-04 04:23:00,Delivered,Hyderabad,11.66656,79.3561,0
1261,253,2024-08-17 00:00:00,Picked Up,Hyderabad,16.80437,78.65683,0
1262,253,2024-08-17 06:53:00,In Transit,Pune,18.79195,79.56474,0
1263,253,2024-08-17 13:46:00,At Hub,Mysuru,15.74991,76.03661,5
1264,253,2024-08-17 20:25:00,Out For Delivery,Mumbai,12.83711,77.53894,13
1265,253,2024-08-18 00:36:00,Delivered,Mysuru,16.57376,77.71699,10
1266,254,2024-09-27 00:00:00,Picked Up,Bengaluru,14.58784,72.95751,0
1267,254,2024-09-27 05:14:00,In Transit,Hyderabad,11.77617,76.22535,0
1268,254,2024-09-27 10:29:00,At Hub,Mysuru,12.23572,77.84025,1
1269,254,2024-09-27 15:32:00,Out For Delivery,Pune,19.00807,80.29762,0
1270,254,2024-09-27 18:44:00,Delivered,Mumbai,13.21089,78.98935,14
1271,255,2025-01-23 00:00:00,Picked Up,Hyderabad,13.99272,79.56323,0
1272,255,2025-01-23 02:44:00,In Transit,Mysuru,20.17597,72.76423,0
1273,255,2025-01-23 05:28:00,At Hub,Mysuru,19.96843,76.59208,8
1274,255,2025-01-23 08:06:00,Out For Delivery,Mumbai,18.87227,73.04907,17
1275,255,2025-01-23 09:46:00,Delivered,Pune,19.98549,79.68937,0
1276,256,2024-07-20 00:00:00,Picked Up,Bengaluru,18.91716,80.75409,0
1277,256,2024-07-20 05:37:00,In Transit,Pune,12.2404,75.89326,0
1278,256,2024-07-20 11:15:00,At Hub,Bengaluru,12.118,74.35498,2
1279,256,2024-07-20 16:41:00,Out For Delivery,Chennai,13.83649,73.38861,2
1280,256,2024-07-20 20:07:00,Delivered,Mysuru,12.95717,73.79602,0
1281,257,2025-01-09 00:00:00,Picked Up,Mysuru,19.96577,79.18177,0
1282,257,2025-01-09 03:38:00,In Transit,Hyderabad,19.91952,76.36972,0
1283,257,2025-01-09 07:16:00,At Hub,Chennai,14.33841,75.13457,18
1284,257,2025-01-09 10:47:00,Out For Delivery,Mysuru,13.5228,73.64118,0
1285,257,2025-01-09 13:00:00,Delivered,Bengaluru,17.36375,73.05057,0
1286,258,2024-07-05 00:00:00,Picked Up,Mumbai,13.33141,79.61941,0
1287,258,2024-07-05 06:10:00,In Transit,Bengaluru,12.77822,75.51528,0
1288,258,2024-07-05 12:20:00,At Hub,Mysuru,19.02253,73.86334,0
1289,258,2024-07-05 18:18:00,Out For Delivery,Mysuru,14.13105,77.45799,4
1290,258,2024-07-05 22:03:00,Delivered,Bengaluru,18.4931,73.70691,0
1291,259,2024-03-12 00:00:00,Picked Up,Mumbai,16.55208,76.94848,0
1292,259,2024-03-12 04:56:00,In Transit,Chennai,12.75349,77.99119,0
1293,259,2024-03-12 09:52:00,At Hub,Mysuru,12.21577,76.54434,3
1294,259,2024-03-12 14:38:00,Out For Delivery,Hyderabad,14.16623,79.73695,0
1295,259,2024-03-12 17:38:00,Delivered,Bengaluru,15.48835,78.88005,3
1296,260,2024-05-30 00:00:00,Picked Up,Bengaluru,16.4963,78.37147,0
1297,260,2024-05-30 04:10:00,In Transit,Hyderabad,18.26033,80.08739,0
1298,260,2024-05-30 08:21:00,At Hub,Bengaluru,14.23072,77.2346,0
1299,260,2024-05-30 12:23:00,Out For Delivery,Hyderabad,13.19795,76.80665,0
1300,260,2024-05-30 14:56:00,Delivered,Hyderabad,17.95228,76.83461,17
1301,261,2024-11-06 00:00:00,Picked Up,Hyderabad,15.70367,79.87643,0
1302,261,2024-11-06 01:47:00,In Transit,Mumbai,14.64421,80.06619,0
1303,261,2024-11-06 03:35:00,At Hub,Chennai,15.44971,79.20953,0
1304,261,2024-11-06 05:19:00,Out For Delivery,Chennai,12.59622,74.22849,0
1305,261,2024-11-06 06:25:00,Delivered,Pune,15.75973,78.17376,33
1306,262,2024-11-24 00:00:00,Picked Up,Mumbai,13.49949,77.36343,0
1307,262,2024-11-24 01:06:00,In Transit,Pune,14.73791,78.32267,0
1308,262,2024-11-24 02:13:00,At Hub,Mysuru,12.72864,77.52372,29
1309,262,2024-11-24 03:17:00,Out For Delivery,Chennai,13.40278,74.10897,0
1310,262,2024-11-24 03:58:00,Delivered,Chennai,18.68369,75.01423,0
1311,263,2025-03-17 00:00:00,Picked Up,Chennai,19.56598,81.03535,0
1312,263,2025-03-17 01:34:00,In Transit,Bengaluru,16.46997,73.75841,0
1313,263,2025-03-17 03:08:00,At Hub,Pune,14.6963,73.26575,23
1314,263,2025-03-17 04:38:00,Out For Delivery,Mumbai,16.34403,79.93706,0
1315,263,2025-03-17 05:36:00,Delivered,Pune,17.35305,74.44044,0
1316,264,2024-05-23 00:00:00,Picked Up,Mysuru,13.39841,80.19183,0
1317,264,2024-05-23 02:05:00,In Transit,Chennai,13.67212,74.81658,0
1318,264,2024-05-23 04:10:00,At Hub,Mumbai,11.50568,80.16189,12
1319,264,2024-05-23 06:11:00,Out For Delivery,Pune,18.02731,73.83803,13
1320,264,2024-05-23 07:27:00,Delivered,Chennai,15.48742,75.59073,23
1321,265,2024-07-17 00:00:00,Picked Up,Chennai,12.31586,76.77795,0
1322,265,2024-07-17 03:16:00,In Transit,Mumbai,19.51043,72.85252,0
1323,265,2024-07-17 06:32:00,At Hub,Mysuru,13.57188,80.49422,0
1324,265,2024-07-17 09:41:00,Out For Delivery,Hyderabad,15.5722,76.60343,0
1325,265,2024-07-17 11:40:00,Delivered,Mumbai,15.73921,76.28387,0
1326,266,2024-10-24 00:00:00,Picked Up,Hyderabad,16.69312,81.29611,0
1327,266,2024-10-24 04:31:00,In Transit,Mysuru,18.19421,76.00122,0
1328,266,2024-10-24 09:02:00,At Hub,Bengaluru,18.69971,74.00223,11
1329,266,2024-10-24 13:24:00,Out For Delivery,Mumbai,16.85162,80.51333,7
1330,266,2024-10-24 16:09:00,Delivered,Hyderabad,15.93573,76.91123,0
1331,267,2024-12-11 00:00:00,Picked Up,Mysuru,11.93711,72.80722,0
1332,267,2024-12-11 04:38:00,In Transit,Pune,16.29509,76.35597,0
1333,267,2024-12-11 09:17:00,At Hub,Chennai,11.71725,76.45154,0
1334,267,2024-12-11 13:46:00,Out For Delivery,Bengaluru,13.56606,72.93661,9
1335,267,2024-12-11 16:36:00,Delivered,Mumbai,16.79238,74.97324,0
1336,268,2024-05-07 00:00:00,Picked Up,Hyderabad,13.00942,75.84181,0
1337,268,2024-05-07 04:24:00,In Transit,Pune,18.47258,75.95042,0
1338,268,2024-05-07 08:49:00,At Hub,Hyderabad,18.0317,73.60428,9
1339,268,2024-05-07 13:04:00,Out For Delivery,Mysuru,17.39332,77.47888,0
1340,268,2024-05-07 15:45:00,Delivered,Mumbai,19.58356,75.90844,16
1341,269,2024-07-24 00:00:00,Picked Up,Mysuru,12.07564,72.66857,0
1342,269,2024-07-24 05:06:00,In Transit,Hyderabad,18.69367,77.11767,0
1343,269,2024-07-24 10:12:00,At Hub,Mumbai,14.50223,72.76491,0
1344,269,2024-07-24 15:07:00,Out For Delivery,Hyderabad,19.86498,78.37724,16
1345,269,2024-07-24 18:13:00,Delivered,Chennai,16.81973,78.4708,3
1346,270,2024-12-20 00:00:00,Picked Up,Mumbai,14.26268,79.96336,0
1347,270,2024-12-20 06:07:00,In Transit,Mumbai,19.7403,80.28673,0
1348,270,2024-12-20 12:15:00,At Hub,Bengaluru,17.92988,74.94169,8
1349,270,2024-12-20 18:09:00,Out For Delivery,Chennai,20.11395,75.24454,18
1350,270,2024-12-20 21:53:00,Delivered,Mumbai,14.45776,73.19467,27
1351,271,2024-09-03 00:00:00,Picked Up,Pune,15.35234,74.79723,0
1352,271,2024-09-03 03:48:00,In Transit,Hyderabad,14.48746,79.84423,0
1353,271,2024-09-03 07:36:00,At Hub,Pune,12.03773,73.31277,14
1354,271,2024-09-03 11:16:00,Out For Delivery,Hyderabad,12.91628,77.73787,2
1355,271,2024-09-03 13:35:00,Delivered,Mysuru,13.64593,76.64445,6
1356,272,2024-05-10 00:00:00,Picked Up,Hyderabad,17.25865,79.11036,0
1357,272,2024-05-10 04:06:00,In Transit,Bengaluru,18.05865,77.58544,0
1358,272,2024-05-10 08:12:00,At Hub,Mysuru,19.36793,79.69319,0
1359,272,2024-05-10 12:09:00,Out For Delivery,Mumbai,15.00093,80.28436,0
1360,272,2024-05-10 14:39:00,Delivered,Hyderabad,19.2914,80.50074,31
1361,273,2024-02-21 00:00:00,Picked Up,Bengaluru,14.23074,78.58129,0
1362,273,2024-02-21 03:35:00,In Transit,Pune,13.86321,74.17737,0
1363,273,2024-02-21 07:11:00,At Hub,Mysuru,15.24063,79.81235,0
1364,273,2024-02-21 10:39:00,Out For Delivery,Mysuru,12.54305,78.96735,0
1365,273,2024-02-21 12:50:00,Delivered,Bengaluru,15.78753,75.13949,0
1366,274,2024-07-25 00:00:00,Picked Up,Pune,16.68591,76.31783,0
1367,274,2024-07-25 05:51:00,In Transit,Mysuru,12.93033,73.52593,0
1368,274,2024-07-25 11:43:00,At Hub,Mumbai,16.25625,80.44123,9
1369,274,2024-07-25 17:23:00,Out For Delivery,Hyderabad,17.23035,80.69768,23
1370,274,2024-07-25 20:57:00,Delivered,Chennai,18.64253,77.48613,0
1371,275,2024-08-19 00:00:00,Picked Up,Pune,17.21617,80.4058,0
1372,275,2024-08-19 04:02:00,In Transit,Hyderabad,14.97581,75.37579,0
1373,275,2024-08-19 08:04:00,At Hub,Chennai,16.51866,76.58304,3
1374,275,2024-08-19 11:58:00,Out For Delivery,Mysuru,12.53277,81.129,6
1375,275,2024-08-19 14:26:00,Delivered,Chennai,11.78226,78.29672,27
1376,276,2024-03-15 00:00:00,Picked Up,Pune,16.13094,73.40873,0
1377,276,2024-03-15 02:10:00,In Transit,Hyderabad,13.00096,77.49817,0
1378,276,2024-03-15 04:21:00,At Hub,Mysuru,14.07831,80.75718,14
1379,276,2024-03-15 06:27:00,Out For Delivery,Mysuru,11.93804,72.96433,0
1380,276,2024-03-15 07:47:00,Delivered,Mysuru,17.5205,76.52978,0
1381,277,2024-06-12 00:00:00,Picked Up,Mysuru,13.47074,77.90294,0
1382,277,2024-06-12 06:16:00,In Transit,Chennai,13.69987,77.58316,0
1383,277,2024-06-12 12:33:00,At Hub,Mysuru,18.64006,76.70068,21
1384,277,2024-06-12 18:37:00,Out For Delivery,Bengaluru,14.55213,75.69053,0
1385,277,2024-06-12 22:26:00,Delivered,Mysuru,13.31882,73.24526,0
1386,278,2024-11-25 00:00:00,Picked Up,Mysuru,15.56023,76.74276,0
1387,278,2024-11-25 02:35:00,In Transit,Bengaluru,18.81591,74.4469,0
1388,278,2024-11-25 05:11:00,At Hub,Hyderabad,14.81462,79.61397,20
1389,278,2024-11-25 07:42:00,Out For Delivery,Mumbai,15.49438,75.16892,0
1390,278,2024-11-25 09:17:00,Delivered,Bengaluru,19.61323,73.54407,22
1391,279,2024-06-26 00:00:00,Picked Up,Pune,19.62362,78.51802,0
1392,279,2024-06-26 05:27:00,In Transit,Hyderabad,16.12468,72.7874,0
1393,279,2024-06-26 10:54:00,At Hub,Mysuru,12.9026,78.2764,0
1394,279,2024-06-26 16:09:00,Out For Delivery,Chennai,19.94901,77.44726,0
1395,279,2024-06-26 19:28:00,Delivered,Bengaluru,15.1337,73.52395,0
1396,280,2024-09-16 00:00:00,Picked Up,Hyderabad,16.83132,80.75864,0
1397,280,2024-09-16 05:12:00,In Transit,Hyderabad,17.25747,73.17587,0
1398,280,2024-09-16 10:24:00,At Hub,Mysuru,14.5856,77.34584,7
1399,280,2024-09-16 15:26:00,Out For Delivery,Mumbai,18.58764,77.88411,22
1400,280,2024-09-16 18:36:00,Delivered,Chennai,14.74908,74.74696,0
1401,281,2024-09-11 00:00:00,Picked Up,Chennai,12.42111,75.6231,0
1402,281,2024-09-11 02:26:00,In Transit,Chennai,15.0946,78.44724,0
1403,281,2024-09-11 04:53:00,At Hub,Pune,14.93876,74.09965,0
1404,281,2024-09-11 07:14:00,Out For Delivery,Hyderabad,12.86427,79.78026,8
1405,281,2024-09-11 08:44:00,Delivered,Pune,12.96337,80.23811,3
1406,282,2025-02-08 00:00:00,Picked Up,Pune,16.34625,74.53615,0
1407,282,2025-02-08 04:11:00,In Transit,Hyderabad,15.87112,78.93708,0
1408,282,2025-02-08 08:22:00,At Hub,Chennai,19.83563,74.43992,0
1409,282,2025-02-08 12:24:00,Out For Delivery,Hyderabad,16.97944,76.04825,8
1410,282,2025-02-08 14:57:00,Delivered,Mumbai,18.04586,77.17539,15
1411,283,2025-01-13 00:00:00,Picked Up,Hyderabad,17.39371,76.27043,0
1412,283,2025-01-13 05:04:00,In Transit,Mysuru,17.86402,79.75535,0
1413,283,2025-01-13 10:09:00,At Hub,Hyderabad,16.20058,79.93306,8
1414,283,2025-01-13 15:03:00,Out For Delivery,Bengaluru,15.25232,75.83556,1
1415,283,2025-01-13 18:08:00,Delivered,Mumbai,18.84465,76.75938,2
1416,284,2025-03-04 00:00:00,Picked Up,Bengaluru,15.97263,75.21452,0
1417,284,2025-03-04 03:38:00,In Transit,Chennai,16.48547,75.36186,0
1418,284,2025-03-04 07:16:00,At Hub,Chennai,11.84164,74.89359,9
1419,284,2025-03-04 10:47:00,Out For Delivery,Mysuru,17.83683,75.54309,3
1420,284,2025-03-04 13:00:00,Delivered,Mysuru,17.33851,79.58778,11
1421,285,2024-02-04 00:00:00,Picked Up,Mysuru,19.73678,76.02187,0
1422,285,2024-02-04 05:19:00,In Transit,Mumbai,18.31469,74.84017,0
1423,285,2024-02-04 10:38:00,At Hub,Pune,17.486,73.55941,29
1424,285,2024-02-04 15:47:00,Out For Delivery,Hyderabad,19.66521,74.09441,21
1425,285,2024-02-04 19:01:00,Delivered,Bengaluru,14.17278,77.30884,0
1426,286,2024-11-22 00:00:00,Picked Up,Mumbai,15.12958,73.90999,0
1427,286,2024-11-22 01:59:00,In Transit,Bengaluru,12.98715,76.17967,0
1428,286,2024-11-22 03:58:00,At Hub,Hyderabad,18.08836,80.40209,13
1429,286,2024-11-22 05:53:00,Out For Delivery,Pune,12.37214,72.64601,2
1430,286,2024-11-22 07:06:00,Delivered,Bengaluru,17.25695,77.80156,0
1431,287,2025-01-11 00:00:00,Picked Up,Mumbai,12.91827,74.55755,0
1432,287,2025-01-11 06:31:00,In Transit,Hyderabad,11.70626,79.84754,0
1433,287,2025-01-11 13:02:00,At Hub,Mysuru,19.56024,76.19272,12
1434,287,2025-01-11 19:20:00,Out For Delivery,Mysuru,11.94042,72.84665,0
1435,287,2025-01-11 23:18:00,Delivered,Mysuru,11.74928,77.63262,0
1436,288,2024-10-06 00:00:00,Picked Up,Hyderabad,11.59833,79.42887,0
1437,288,2024-10-06 00:56:00,In Transit,Pune,14.16597,72.85427,0
1438,288,2024-10-06 01:53:00,At Hub,Mumbai,16.61866,75.99962,24
1439,288,2024-10-06 02:48:00,Out For Delivery,Mysuru,13.89458,78.74306,5
1440,288,2024-10-06 03:23:00,Delivered,Hyderabad,13.86198,80.45734,11
1441,289,2024-04-20 00:00:00,Picked Up,Bengaluru,14.76008,77.33884,0
1442,289,2024-04-20 01:59:00,In Transit,Mysuru,11.93999,76.24987,0
1443,289,2024-04-20 03:58:00,At Hub,Chennai,13.45157,74.4895,11
1444,289,2024-04-20 05:52:00,Out For Delivery,Mumbai,18.61056,80.68751,12
1445,289,2024-04-20 07:05:00,Delivered,Bengaluru,14.43585,80.16206,3
1446,290,2025-02-06 00:00:00,Picked Up,Pune,12.22667,74.35791,0
1447,290,2025-02-06 01:54:00,In Transit,Pune,18.04647,72.95139,0
1448,290,2025-02-06 03:49:00,At Hub,Hyderabad,15.78506,76.39054,0
1449,290,2025-02-06 05:39:00,Out For Delivery,Pune,16.11048,73.92003,0
1450,290,2025-02-06 06:49:00,Delivered,Chennai,16.47636,79.5878,0
1451,291,2024-08-23 00:00:00,Picked Up,Mysuru,18.1134,73.85432,0
1452,291,2024-08-23 01:38:00,In Transit,Bengaluru,12.79847,74.85993,0
1453,291,2024-08-23 03:16:00,At Hub,Mysuru,17.41337,72.99879,0
1454,291,2024-08-23 04:50:00,Out For Delivery,Mumbai,11.80165,75.94881,0
1455,291,2024-08-23 05:50:00,Delivered,Mysuru,17.08109,74.78649,0
1456,292,2024-11-08 00:00:00,Picked Up,Hyderabad,19.20895,80.38207,0
1457,292,2024-11-08 02:07:00,In Transit,Mysuru,14.0864,74.52395,0
1458,292,2024-11-08 04:15:00,At Hub,Mumbai,15.07834,74.61668,14
1459,292,2024-11-08 06:19:00,Out For Delivery,Bengaluru,17.3559,79.75428,19
1460,292,2024-11-08 07:37:00,Delivered,Chennai,14.95383,73.87559,12
1461,293,2024-10-22 00:00:00,Picked Up,Bengaluru,17.92017,75.67218,0
1462,293,2024-10-22 03:31:00,In Transit,Bengaluru,17.34006,74.88167,0
1463,293,2024-10-22 07:02:00,At Hub,Hyderabad,19.03508,75.04707,18
1464,293,2024-10-22 10:26:00,Out For Delivery,Mumbai,15.56883,77.95063,32
1465,293,2024-10-22 12:35:00,Delivered,Bengaluru,14.37348,77.46524,0
1466,294,2024-05-21 00:00:00,Picked Up,Bengaluru,18.9,74.27345,0
1467,294,2024-05-21 01:26:00,In Transit,Chennai,19.62957,78.56397,0
1468,294,2024-05-21 02:53:00,At Hub,Pune,18.66248,77.39448,0
1469,294,2024-05-21 04:17:00,Out For Delivery,Chennai,18.15866,74.72663,0
1470,294,2024-05-21 05:10:00,Delivered,Mumbai,19.03039,73.40501,0
1471,295,2025-02-06 00:00:00,Picked Up,Mumbai,12.59581,81.11653,0
1472,295,2025-02-06 06:05:00,In Transit,Hyderabad,17.3624,79.95261,0
1473,295,2025-02-06 12:11:00,At Hub,Mysuru,16.6699,77.80772,22
1474,295,2025-02-06 18:03:00,Out For Delivery,Mysuru,17.43803,77.56316,0
1475,295,2025-02-06 21:46:00,Delivered,Mysuru,18.18666,74.4912,0
1476,296,2024-12-26 00:00:00,Picked Up,Pune,17.52348,74.55333,0
1477,296,2024-12-26 03:38:00,In Transit,Mumbai,16.94037,79.07429,0
1478,296,2024-12-26 07:16:00,At Hub,Pune,13.40281,73.0275,0
1479,296,2024-12-26 10:46:00,Out For Delivery,Mysuru,18.89018,72.89597,9
1480,296,2024-12-26 12:59:00,Delivered,Mysuru,17.88712,75.5036,0
1481,297,2025-01-11 00:00:00,Picked Up,Chennai,15.6632,80.67396,0
1482,297,2025-01-11 05:43:00,In Transit,Mumbai,14.38815,76.59497,0
1483,297,2025-01-11 11:26:00,At Hub,Mysuru,16.26886,74.0369,0
1484,297,2025-01-11 16:57:00,Out For Delivery,Bengaluru,14.07461,78.34166,33
1485,297,2025-01-11 20:26:00,Delivered,Mumbai,16.4061,76.90245,7
1486,298,2024-10-24 00:00:00,Picked Up,Pune,12.10373,73.29092,0
1487,298,2024-10-24 02:33:00,In Transit,Mumbai,16.72793,75.50044,0
1488,298,2024-10-24 05:06:00,At Hub,Hyderabad,19.48023,76.078,19
1489,298,2024-10-24 07:34:00,Out For Delivery,Bengaluru,14.05217,77.12414,11
1490,298,2024-10-24 09:07:00,Delivered,Mysuru,17.57115,80.42232,0
1491,299,2024-08-10 00:00:00,Picked Up,Hyderabad,18.39206,78.45198,0
1492,299,2024-08-10 04:11:00,In Transit,Chennai,17.41281,80.82414,0
1493,299,2024-08-10 08:23:00,At Hub,Mumbai,17.25796,78.07666,0
1494,299,2024-08-10 12:26:00,Out For Delivery,Mumbai,16.66311,72.64294,0
1495,299,2024-08-10 14:59:00,Delivered,Chennai,17.28599,77.39789,0
1496,300,2025-01-16 00:00:00,Picked Up,Hyderabad,14.48176,73.68427,0
1497,300,2025-01-16 05:31:00,In Transit,Bengaluru,12.32144,79.81736,0
1498,300,2025-01-16 11:03:00,At Hub,Mysuru,19.49006,78.21813,22
1499,300,2025-01-16 16:23:00,Out For Delivery,Hyderabad,17.84177,79.36242,1
1500,300,2025-01-16 19:45:00,Delivered,Pune,12.5285,72.50027,0
1501,301,2024-05-23 00:00:00,Picked Up,Mysuru,17.69559,75.63805,0
1502,301,2024-05-23 05:04:00,In Transit,Hyderabad,13.71399,72.6135,0
1503,301,2024-05-23 10:09:00,At Hub,Bengaluru,19.8314,77.47856,22
1504,301,2024-05-23 15:03:00,Out For Delivery,Mumbai,15.97581,73.2485,7
1505,301,2024-05-23 18:08:00,Delivered,Hyderabad,16.78208,75.92079,0
1506,302,2024-10-11 00:00:00,Picked Up,Chennai,13.5906,73.33569,0
