shipment_id,order_id,route_id,carrier_id,shipment_date,promised_delivery_date,actual_delivery_date,status,weight_kg,fuel_cost_index,weather_score,traffic_score,planned_cost,actual_cost,delay_minutes,on_time_flag
150,ORD00150,302,202,2024-07-10 00:00:00,2024-07-10 09:48:20.406436,2024-07-10 08:43:20.406436,Delivered,569.64,0.835,0.45,0.369,9074.6,9041.93,-65,1
151,ORD00151,302,201,2024-09-06 00:00:00,2024-09-06 10:41:16.307978,2024-09-06 12:18:16.307978,Delivered,526.62,1.069,0.655,0.425,12508.39,12581.75,97,0
152,ORD00152,303,202,2024-09-14 00:00:00,2024-09-14 14:16:02.665136,2024-09-14 14:25:02.665136,Delivered,457.21,1.141,0.857,0.731,17575.85,17730.46,9,0
153,ORD00153,305,201,2024-12-15 00:00:00,2024-12-15 03:18:10.449414,2024-12-15 02:38:10.449414,Delivered,551.88,0.942,0.389,1.0,4437.86,4591.85,-40,1
154,ORD00154,308,202,2024-05-01 00:00:00,2024-05-01 19:17:14.367805,2024-05-01 18:21:14.367805,Delivered,689.28,0.889,0.198,0.593,18246.7,18329.0,-56,1
155,ORD00155,304,203,2024-06-15 00:00:00,2024-06-15 06:43:59.179903,2024-06-15 07:06:59.179903,Delivered,40.0,1.016,0.561,0.419,21326.12,21601.37,23,0
156,ORD00156,306,203,2024-01-31 00:00:00,2024-01-31 20:30:06.235621,2024-01-31 21:21:06.235621,Delivered,518.33,0.943,0.348,0.585,59417.77,59520.93,51,0
157,ORD00157,301,201,2024-11-10 00:00:00,2024-11-10 05:57:33.941424,2024-11-10 04:47:33.941424,Delivered,158.43,0.994,0.255,0.509,4845.25,4372.97,-70,1
158,ORD00158,308,201,2025-02-04 00:00:00,2025-02-04 16:46:45.587821,2025-02-04 17:04:45.587821,Delivered,731.85,0.857,0.157,0.275,18933.71,19371.34,18,0
159,ORD00159,301,202,2024-09-06 00:00:00,2024-09-06 05:49:54.682253,2024-09-06 04:38:54.682253,Delivered,463.06,1.09,0.432,0.104,4936.56,5309.9,-71,1
160,ORD00160,307,203,2024-05-31 00:00:00,2024-05-31 15:04:50.215470,2024-05-31 15:19:50.215470,Delivered,895.98,0.944,0.243,0.599,43903.57,43663.03,15,0
161,ORD00161,301,204,2024-09-02 00:00:00,2024-09-02 06:18:28.981942,2024-09-02 07:18:28.981942,Delivered,353.47,0.959,0.452,0.554,3451.74,3639.62,60,0
162,ORD00162,303,204,2025-02-10 00:00:00,2025-02-10 13:58:14.653871,2025-02-10 13:55:14.653871,Delivered,634.91,1.326,0.61,0.016,16229.18,16168.54,-3,1
163,ORD00163,302,202,2024-12-02 00:00:00,2024-12-02 10:35:36.804200,2024-12-02 10:47:36.804200,Delivered,350.07,1.023,0.0,0.631,11126.06,11352.4,12,0
164,ORD00164,303,201,2024-10-12 00:00:00,2024-10-12 14:56:51.095264,2024-10-12 16:18:51.095264,Delivered,495.85,1.062,0.416,0.671,17599.42,17656.53,82,0
165,ORD00165,308,202,2024-10-16 00:00:00,2024-10-16 17:50:12.958930,2024-10-16 17:53:12.958930,Delivered,364.57,0.983,0.364,0.365,20179.86,19845.01,3,0
166,ORD00166,307,201,2024-01-13 00:00:00,2024-01-13 16:12:47.857347,2024-01-13 17:34:47.857347,Delivered,277.99,0.967,0.275,0.627,19475.12,19554.37,82,0
167,ORD00167,302,202,2024-06-06 00:00:00,2024-06-06 10:03:35.757469,2024-06-06 08:52:35.757469,Delivered,453.09,0.843,0.619,0.772,9164.46,9488.55,-71,1
168,ORD00168,301,204,2024-01-30 00:00:00,2024-01-30 07:14:20.206871,2024-01-30 08:07:20.206871,Delivered,90.0,0.911,0.261,0.513,3280.84,3381.78,53,0
169,ORD00169,307,202,2024-12-14 00:00:00,2024-12-14 15:40:19.579021,2024-12-14 16:14:19.579021,Delivered,365.33,0.896,0.589,0.665,16775.66,16601.41,34,0
170,ORD00170,308,202,2024-06-25 00:00:00,2024-06-25 17:10:50.671705,2024-06-25 18:48:50.671705,Delivered,434.1,0.91,0.701,0.466,18689.71,18785.84,98,0
171,ORD00171,305,202,2024-04-10 00:00:00,2024-04-10 05:05:19.167327,2024-04-10 05:58:19.167327,Delivered,636.7,0.962,0.599,0.376,4212.91,4293.81,53,0
172,ORD00172,305,203,2024-08-23 00:00:00,2024-08-23 04:32:59.318647,2024-08-23 04:00:59.318647,Delivered,588.08,1.195,0.605,0.235,12991.19,12932.62,-32,1
173,ORD00173,302,203,2024-08-03 00:00:00,2024-08-03 10:08:17.875283,2024-08-03 12:15:17.875283,Delivered,513.1,0.881,0.465,0.993,23784.76,24080.14,127,0
174,ORD00174,304,203,2024-12-21 00:00:00,2024-12-21 09:28:47.589960,2024-12-21 10:13:47.589960,Delivered,531.07,0.969,0.335,0.739,20357.65,20513.78,45,0
175,ORD00175,305,202,2024-04-13 00:00:00,2024-04-13 04:14:12.664237,2024-04-13 04:05:12.664237,Delivered,188.2,0.838,0.584,0.195,3667.73,3450.6,-9,1
176,ORD00176,306,202,2024-08-15 00:00:00,2024-08-15 19:43:11.033726,2024-08-15 22:17:11.033726,Delivered,131.84,0.973,0.593,0.549,24688.54,24847.41,154,0
177,ORD00177,306,204,2025-03-03 00:00:00,2025-03-03 21:01:15.191358,2025-03-03 21:37:15.191358,Delivered,362.81,0.926,0.608,0.248,18668.9,18971.59,36,0
178,ORD00178,302,202,2024-11-16 00:00:00,2024-11-16 10:33:27.687819,2024-11-16 09:59:27.687819,Delivered,479.41,0.968,0.71,0.453,10528.91,10640.49,-34,1
179,ORD00179,305,203,2025-03-09 00:00:00,2025-03-09 06:02:08.099835,2025-03-09 06:18:08.099835,Delivered,494.12,0.982,0.354,0.591,10682.05,10478.68,16,0
180,ORD00180,302,202,2024-08-27 00:00:00,2024-08-27 10:11:29.979210,2024-08-27 10:08:29.979210,Delivered,471.47,1.194,0.553,0.537,12981.04,12833.62,-3,1
181,ORD00181,306,203,2024-11-06 00:00:00,2024-11-06 20:10:39.246322,2024-11-06 22:15:39.246322,Delivered,362.8,1.19,0.879,0.333,74969.19,75087.95,125,0
182,ORD00182,305,204,2024-05-16 00:00:00,2024-05-16 06:02:52.486689,2024-05-16 05:09:52.486689,Delivered,331.81,1.107,0.666,0.609,3853.58,3937.92,-53,1
183,ORD00183,302,202,2024-01-10 00:00:00,2024-01-10 13:29:45.160043,2024-01-10 14:24:45.160043,Delivered,298.99,0.963,0.184,0.951,10470.92,10721.83,55,0
184,ORD00184,306,203,2024-09-13 00:00:00,2024-09-13 19:33:36.812833,2024-09-13 20:50:36.812833,Delivered,439.06,0.951,0.554,0.309,59922.81,60182.0,77,0
185,ORD00185,306,204,2024-07-17 00:00:00,2024-07-17 20:48:39.166593,2024-07-17 21:07:39.166593,Delivered,417.82,1.181,0.78,0.474,23815.79,23628.36,19,0
186,ORD00186,305,203,2025-02-24 00:00:00,2025-02-24 05:21:49.074777,2025-02-24 05:56:49.074777,Delivered,610.53,1.108,0.324,0.482,12048.76,12032.29,35,0
187,ORD00187,308,204,2024-06-29 00:00:00,2024-06-29 18:41:24.852481,2024-06-29 18:04:24.852481,Delivered,285.17,0.877,0.0,0.354,14316.17,14535.3,-37,1
188,ORD00188,303,202,2024-07-24 00:00:00,2024-07-24 14:49:13.999508,2024-07-24 14:37:13.999508,Delivered,209.1,1.085,0.46,0.335,16705.68,16731.25,-12,1
189,ORD00189,301,204,2024-05-18 00:00:00,2024-05-18 05:40:30.815496,2024-05-18 06:13:30.815496,Delivered,479.43,0.982,1.0,0.595,3536.78,3864.99,33,0
190,ORD00190,302,201,2024-09-27 00:00:00,2024-09-27 10:18:42.531061,2024-09-27 11:52:42.531061,Delivered,539.87,1.028,0.47,0.859,12023.02,12286.9,94,0
191,ORD00191,307,201,2024-11-03 00:00:00,2024-11-03 16:44:14.543287,2024-11-03 18:12:14.543287,Delivered,66.28,0.743,0.835,0.827,14967.34,14705.03,88,0
192,ORD00192,306,203,2024-09-26 00:00:00,2024-09-26 21:08:38.734971,2024-09-27 00:30:38.734971,Delivered,40.0,1.037,0.563,1.0,65316.46,65963.41,202,0
193,ORD00193,307,202,2024-03-29 00:00:00,2024-03-29 15:31:16.185158,2024-03-29 17:06:16.185158,Delivered,531.06,0.953,0.334,0.639,17843.19,18156.24,95,0
194,ORD00194,304,203,2024-11-26 00:00:00,2024-11-26 06:38:02.559440,2024-11-26 07:00:02.559440,Delivered,467.64,0.987,0.458,0.244,20717.14,20931.8,22,0
195,ORD00195,305,204,2025-03-25 00:00:00,2025-03-25 04:29:48.910059,2025-03-25 04:57:48.910059,Delivered,539.06,1.041,0.237,0.388,3622.01,3754.41,28,0
196,ORD00196,303,203,2025-02-15 00:00:00,2025-02-15 13:49:54.863523,2025-02-15 16:11:54.863523,Delivered,220.51,0.923,0.928,0.377,35299.74,35284.72,142,0
197,ORD00197,304,201,2024-01-22 00:00:00,2024-01-22 08:17:08.483281,2024-01-22 07:57:08.483281,Delivered,756.72,0.913,0.283,0.477,8310.39,8331.02,-20,1
198,ORD00198,304,204,2024-12-17 00:00:00,2024-12-17 07:07:26.761520,2024-12-17 06:07:26.761520,Delivered,381.32,1.079,0.156,0.685,7248.68,7298.5,-60,1
199,ORD00199,308,202,2024-05-16 00:00:00,2024-05-16 18:34:19.406790,2024-05-16 20:34:19.406790,Delivered,236.46,0.96,0.534,0.725,19712.73,19948.49,120,0
200,ORD00200,307,201,2024-04-02 00:00:00,2024-04-02 15:49:32.324672,2024-04-02 16:22:32.324672,Delivered,247.61,1.236,0.0,0.616,24902.2,25085.19,33,0
201,ORD00201,302,203,2024-10-25 00:00:00,2024-10-25 11:42:18.050930,2024-10-25 13:03:18.050930,Delivered,501.46,1.12,0.475,0.823,30230.58,30140.51,81,0
202,ORD00202,307,204,2025-01-24 00:00:00,2025-01-24 16:12:24.389207,2025-01-24 18:18:24.389207,Delivered,479.43,0.95,0.401,0.715,14129.34,14542.33,126,0
203,ORD00203,305,201,2024-03-03 00:00:00,2024-03-03 04:31:15.416193,2024-03-03 04:43:15.416193,Delivered,417.02,1.0,0.107,0.362,4714.81,4784.19,12,0
204,ORD00204,304,202,2024-07-20 00:00:00,2024-07-20 07:37:25.923428,2024-07-20 08:22:25.923428,Delivered,756.53,1.163,0.752,0.609,9835.42,9568.0,45,0
205,ORD00205,306,201,2024-02-24 00:00:00,2024-02-24 20:52:28.364664,2024-02-24 21:55:28.364664,Delivered,266.75,0.734,0.632,0.517,20029.57,20187.11,63,0
206,ORD00206,304,201,2025-02-17 00:00:00,2025-02-17 10:59:06.932409,2025-02-17 10:54:06.932409,Delivered,519.99,1.057,1.0,0.274,9617.21,9451.84,-5,1
207,ORD00207,304,204,2024-01-18 00:00:00,2024-01-18 08:22:27.401450,2024-01-18 08:25:27.401450,Delivered,482.76,0.786,0.09,0.302,5282.43,5344.86,3,0
208,ORD00208,305,202,2024-09-02 00:00:00,2024-09-02 04:07:06.839010,2024-09-02 05:13:06.839010,Delivered,412.98,1.054,0.333,0.255,4614.78,4786.82,66,0
209,ORD00209,307,204,2025-02-16 00:00:00,2025-02-16 13:21:51.308140,2025-02-16 13:27:51.308140,Delivered,435.42,1.111,0.551,0.566,16530.38,16375.8,6,0
210,ORD00210,306,204,2024-01-07 00:00:00,2024-01-07 21:15:19.381520,2024-01-07 23:49:19.381520,Delivered,588.73,1.05,0.684,0.767,21173.32,21441.11,154,0
211,ORD00211,308,202,2024-03-26 00:00:00,2024-03-26 17:56:48.765649,2024-03-26 18:48:48.765649,Delivered,383.46,0.925,0.856,0.719,18994.13,18954.12,52,0
212,ORD00212,307,201,2024-07-22 00:00:00,2024-07-22 15:56:11.311531,2024-07-22 17:34:11.311531,Delivered,413.41,1.019,0.693,0.35,20523.84,20783.92,98,0
213,ORD00213,302,204,2024-12-04 00:00:00,2024-12-04 10:09:03.644246,2024-12-04 10:10:03.644246,Delivered,168.51,1.097,0.479,0.809,9480.99,9459.51,1,0
214,ORD00214,301,203,2024-06-07 00:00:00,2024-06-07 05:36:16.900281,2024-06-07 06:24:16.900281,Delivered,502.31,0.912,0.7,0.634,10258.87,10616.91,48,0
215,ORD00215,307,204,2024-02-13 00:00:00,2024-02-13 15:16:45.697181,2024-02-13 16:38:45.697181,Delivered,459.24,0.986,0.682,0.53,14669.52,14930.98,82,0
216,ORD00216,303,201,2024-06-18 00:00:00,2024-06-18 15:26:30.180339,2024-06-18 15:03:30.180339,Delivered,490.13,1.164,0.96,0.369,19298.71,19077.56,-23,1
217,ORD00217,305,203,2024-01-02 00:00:00,2024-01-02 04:50:03.223689,2024-01-02 06:14:03.223689,Delivered,40.0,0.993,0.28,0.613,10795.75,11357.6,84,0
218,ORD00218,308,203,2024-04-19 00:00:00,2024-04-19 18:31:55.166187,2024-04-19 18:15:55.166187,Delivered,519.41,1.102,0.666,0.227,56190.83,56303.44,-16,1
219,ORD00219,303,203,2025-01-26 00:00:00,2025-01-26 14:20:58.740170,2025-01-26 14:59:58.740170,Delivered,365.63,0.968,0.159,0.519,37040.77,37059.47,39,0
220,ORD00220,304,203,2024-02-07 00:00:00,2024-02-07 08:43:54.734535,2024-02-07 09:27:54.734535,Delivered,402.48,1.044,0.84,0.338,21928.87,21926.19,44,0
221,ORD00221,302,201,2024-10-30 00:00:00,2024-10-30 08:58:05.755513,2024-10-30 08:37:05.755513,Delivered,145.04,0.867,0.828,0.507,10142.97,10023.12,-21,1
222,ORD00222,308,204,2024-02-17 00:00:00,2024-02-17 17:49:51.055767,2024-02-17 19:49:51.055767,Delivered,155.26,0.975,0.726,0.532,15915.63,16181.04,120,0
223,ORD00223,308,203,2024-01-14 00:00:00,2024-01-14 17:56:01.884174,2024-01-14 19:33:01.884174,Delivered,391.13,1.141,0.387,0.738,58167.26,58361.51,97,0
224,ORD00224,305,204,2024-11-22 00:00:00,2024-11-22 03:43:23.617372,2024-11-22 05:27:23.617372,Delivered,591.47,0.952,0.248,0.575,3313.92,3607.18,104,0
225,ORD00225,305,202,2024-09-24 00:00:00,2024-09-24 06:54:21.388854,2024-09-24 08:18:21.388854,Delivered,473.96,1.086,0.434,0.549,4756.13,4807.62,84,0
226,ORD00226,306,203,2024-05-07 00:00:00,2024-05-07 21:13:08.373084,2024-05-07 23:19:08.373084,Delivered,499.52,1.1,0.203,0.627,69306.77,69559.03,126,0
227,ORD00227,306,203,2024-08-26 00:00:00,2024-08-26 22:37:31.554693,2024-08-26 22:21:31.554693,Delivered,194.75,0.896,0.902,0.429,56469.18,56600.57,-16,1
228,ORD00228,308,201,2024-09-07 00:00:00,2024-09-07 18:18:55.230692,2024-09-07 18:19:55.230692,Delivered,309.71,0.796,0.118,0.454,17585.73,17777.07,1,0
229,ORD00229,301,202,2024-02-05 00:00:00,2024-02-05 06:35:42.106077,2024-02-05 06:43:42.106077,Delivered,267.28,0.889,0.411,0.417,4026.25,4145.41,8,0
230,ORD00230,301,204,2024-05-24 00:00:00,2024-05-24 04:12:50.880629,2024-05-24 04:12:50.880629,Delivered,264.49,1.185,0.628,0.492,4267.75,4018.73,0,1
231,ORD00231,307,204,2024-11-14 00:00:00,2024-11-14 16:10:26.260139,2024-11-14 18:23:26.260139,Delivered,349.24,0.958,0.29,0.503,14251.37,14849.05,133,0
232,ORD00232,306,201,2024-07-05 00:00:00,2024-07-05 21:35:13.028248,2024-07-05 21:35:13.028248,Delivered,356.78,1.031,0.427,0.569,28158.15,28641.39,0,1
233,ORD00233,302,201,2024-07-09 00:00:00,2024-07-09 08:42:30.507834,2024-07-09 09:35:30.507834,Delivered,342.53,0.914,0.623,0.318,10696.07,10870.54,53,0
234,ORD00234,305,204,2024-09-12 00:00:00,2024-09-12 04:48:32.971253,2024-09-12 05:30:32.971253,Delivered,513.6,1.048,0.579,0.331,3647.69,3555.68,42,0
235,ORD00235,304,204,2024-05-06 00:00:00,2024-05-06 07:25:09.033770,2024-05-06 07:54:09.033770,Delivered,120.25,0.927,0.583,0.236,6229.75,6173.22,29,0
236,ORD00236,301,201,2024-04-20 00:00:00,2024-04-20 05:04:19.437744,2024-04-20 05:33:19.437744,Delivered,411.95,1.191,0.533,0.678,5805.75,5645.24,29,0
237,ORD00237,303,201,2024-09-25 00:00:00,2024-09-25 15:07:51.540503,2024-09-25 16:42:51.540503,Delivered,217.12,0.951,0.738,0.526,15764.53,16230.71,95,0
238,ORD00238,303,204,2024-08-14 00:00:00,2024-08-14 13:49:20.507861,2024-08-14 12:54:20.507861,Delivered,443.61,0.949,0.356,0.639,11610.85,11626.4,-55,1
239,ORD00239,305,203,2024-05-18 00:00:00,2024-05-18 06:54:44.673876,2024-05-18 07:47:44.673876,Delivered,458.69,0.829,0.766,0.556,9012.33,9082.57,53,0
240,ORD00240,304,202,2024-12-09 00:00:00,2024-12-09 08:37:58.683542,2024-12-09 08:09:58.683542,Delivered,208.99,1.083,0.676,0.539,9161.25,9367.69,-28,1
241,ORD00241,301,204,2024-02-27 00:00:00,2024-02-27 07:56:33.605247,2024-02-27 08:48:33.605247,Delivered,365.32,1.069,0.429,0.088,3850.13,3827.22,52,0
242,ORD00242,305,202,2024-07-26 00:00:00,2024-07-26 04:33:45.866141,2024-07-26 03:58:45.866141,Delivered,236.93,0.94,0.203,0.457,4117.7,4287.12,-35,1
243,ORD00243,304,201,2024-03-13 00:00:00,2024-03-13 08:49:29.096424,2024-03-13 10:15:29.096424,Delivered,545.82,1.02,0.754,0.673,9281.99,9568.37,86,0
244,ORD00244,301,201,2024-05-08 00:00:00,2024-05-08 04:52:57.294575,2024-05-08 06:14:57.294575,Delivered,460.77,1.017,0.968,0.413,4960.03,5169.94,82,0
245,ORD00245,303,201,2024-12-31 00:00:00,2024-12-31 12:37:54.065860,2024-12-31 15:17:54.065860,Delivered,267.66,1.013,1.0,0.682,16785.34,17203.17,160,0
246,ORD00246,301,203,2024-07-21 00:00:00,2024-07-21 06:11:59.317561,2024-07-21 08:30:59.317561,Delivered,692.95,0.864,0.519,0.519,9724.22,10110.61,139,0
247,ORD00247,301,204,2025-03-22 00:00:00,2025-03-22 04:25:57.615047,2025-03-22 05:02:57.615047,Delivered,344.42,0.957,0.645,0.774,3446.08,3249.2,37,0
248,ORD00248,304,203,2024-11-30 00:00:00,2024-11-30 08:07:33.542236,2024-11-30 07:40:33.542236,Delivered,314.95,0.846,0.527,0.765,17756.35,17943.26,-27,1
249,ORD00249,303,201,2024-01-14 00:00:00,2024-01-14 15:12:00.942299,2024-01-14 14:03:00.942299,Delivered,350.07,1.138,0.434,0.418,18870.11,18904.38,-69,1
250,ORD00250,308,201,2025-01-22 00:00:00,2025-01-22 18:26:57.187397,2025-01-22 19:42:57.187397,Delivered,468.0,0.984,0.981,0.6,21742.51,21731.25,76,0
251,ORD00251,302,201,2024-05-01 00:00:00,2024-05-01 10:24:11.881405,2024-05-01 10:23:11.881405,Delivered,368.02,1.166,0.657,0.188,13637.29,13444.82,-1,1
252,ORD00252,301,201,2025-03-04 00:00:00,2025-03-04 04:12:46.995367,2025-03-04 04:23:46.995367,Delivered,262.15,0.935,0.575,0.197,4558.47,4379.8,11,0
253,ORD00253,306,204,2024-08-17 00:00:00,2024-08-17 22:59:23.478264,2024-08-18 00:36:23.478264,Delivered,469.32,0.94,0.638,0.825,18944.06,19165.4,97,0
254,ORD00254,308,201,2024-09-27 00:00:00,2024-09-27 19:15:17.322996,2024-09-27 18:44:17.322996,Delivered,379.38,1.081,1.0,0.0,23884.65,23869.24,-31,1
255,ORD00255,304,202,2025-01-23 00:00:00,2025-01-23 08:16:15.033278,2025-01-23 09:46:15.033278,Delivered,155.7,0.979,0.625,0.286,8280.17,8727.51,90,0
256,ORD00256,306,202,2024-07-20 00:00:00,2024-07-20 20:45:29.885575,2024-07-20 20:07:29.885575,Delivered,210.88,1.054,0.227,0.614,26739.71,26688.74,-38,1
257,ORD00257,303,201,2025-01-09 00:00:00,2025-01-09 13:32:23.938220,2025-01-09 13:00:23.938220,Delivered,258.91,0.992,0.312,0.492,16450.58,16275.4,-32,1
258,ORD00258,306,204,2024-07-05 00:00:00,2024-07-05 20:02:10.625756,2024-07-05 22:03:10.625756,Delivered,437.43,0.919,0.504,0.506,18523.0,18674.31,121,0
259,ORD00259,307,202,2024-03-12 00:00:00,2024-03-12 15:45:29.701300,2024-03-12 17:38:29.701300,Delivered,371.58,1.008,0.745,0.374,18881.12,19000.78,113,0
260,ORD00260,303,204,2024-05-30 00:00:00,2024-05-30 14:39:18.146210,2024-05-30 14:56:18.146210,Delivered,72.21,0.999,0.719,0.345,12223.93,12136.35,17,0
261,ORD00261,305,202,2024-11-06 00:00:00,2024-11-06 04:49:40.987434,2024-11-06 06:25:40.987434,Delivered,264.29,0.839,0.508,0.339,3671.92,4146.13,96,0
262,ORD00262,301,201,2024-11-24 00:00:00,2024-11-24 05:08:25.799857,2024-11-24 03:58:25.799857,Delivered,512.97,1.091,0.433,0.214,5320.36,5495.5,-70,1
263,ORD00263,301,204,2025-03-17 00:00:00,2025-03-17 05:56:42.067884,2025-03-17 05:36:42.067884,Delivered,233.76,1.001,0.434,0.293,3605.39,3613.23,-20,1
264,ORD00264,301,203,2024-05-23 00:00:00,2024-05-23 07:36:29.899699,2024-05-23 07:27:29.899699,Delivered,520.01,0.8,0.52,0.507,8995.49,9432.76,-9,1
265,ORD00265,302,203,2024-07-17 00:00:00,2024-07-17 10:35:10.798712,2024-07-17 11:40:10.798712,Delivered,723.92,1.107,0.451,0.409,29898.9,30321.09,65,0
266,ORD00266,303,204,2024-10-24 00:00:00,2024-10-24 14:55:02.334581,2024-10-24 16:09:02.334581,Delivered,613.12,0.903,0.705,0.237,11052.89,11259.47,74,0
267,ORD00267,307,203,2024-12-11 00:00:00,2024-12-11 14:55:44.931293,2024-12-11 16:36:44.931293,Delivered,194.11,1.023,1.0,0.244,47557.3,47792.55,101,0
268,ORD00268,303,201,2024-05-07 00:00:00,2024-05-07 14:56:16.495935,2024-05-07 15:45:16.495935,Delivered,654.74,1.105,0.77,0.64,18312.71,18741.69,49,0
269,ORD00269,308,204,2024-07-24 00:00:00,2024-07-24 17:05:43.388250,2024-07-24 18:13:43.388250,Delivered,351.96,1.233,0.843,0.633,20121.68,20299.34,68,0
270,ORD00270,306,202,2024-12-20 00:00:00,2024-12-20 21:38:47.362336,2024-12-20 21:53:47.362336,Delivered,529.51,1.003,0.226,0.348,25443.67,25971.55,15,0
271,ORD00271,303,204,2024-09-03 00:00:00,2024-09-03 12:52:03.782080,2024-09-03 13:35:03.782080,Delivered,595.92,1.039,0.534,0.487,12721.56,12760.57,43,0
272,ORD00272,307,202,2024-05-10 00:00:00,2024-05-10 14:00:13.405446,2024-05-10 14:39:13.405446,Delivered,560.55,1.023,0.761,0.741,19149.93,19115.5,39,0
273,ORD00273,302,203,2024-02-21 00:00:00,2024-02-21 11:26:40.964980,2024-02-21 12:50:40.964980,Delivered,903.18,0.913,0.54,0.352,24661.41,24652.71,84,0
274,ORD00274,306,201,2024-07-25 00:00:00,2024-07-25 19:56:29.327820,2024-07-25 20:57:29.327820,Delivered,419.57,1.132,0.163,0.552,30916.3,30932.23,61,0
275,ORD00275,303,202,2024-08-19 00:00:00,2024-08-19 12:53:46.903664,2024-08-19 14:26:46.903664,Delivered,389.36,1.09,0.584,0.702,16786.41,17283.33,93,0
276,ORD00276,304,204,2024-03-15 00:00:00,2024-03-15 08:13:15.091941,2024-03-15 07:47:15.091941,Delivered,678.14,0.883,0.601,0.599,5930.97,5975.9,-26,1
277,ORD00277,306,202,2024-06-12 00:00:00,2024-06-12 20:01:19.271242,2024-06-12 22:26:19.271242,Delivered,686.67,1.127,0.55,0.473,28596.01,28478.4,145,0
278,ORD00278,304,204,2024-11-25 00:00:00,2024-11-25 07:03:53.399413,2024-11-25 09:17:53.399413,Delivered,269.99,0.784,1.0,0.392,5271.11,5474.02,134,0
279,ORD00279,308,204,2024-06-26 00:00:00,2024-06-26 18:12:45.266510,2024-06-26 19:28:45.266510,Delivered,434.07,0.932,0.807,0.721,15215.57,15522.66,76,0
280,ORD00280,308,202,2024-09-16 00:00:00,2024-09-16 18:08:20.617435,2024-09-16 18:36:20.617435,Delivered,162.07,0.961,0.672,0.972,19726.07,19784.22,28,0
281,ORD00281,301,203,2024-09-11 00:00:00,2024-09-11 06:33:34.477421,2024-09-11 08:44:34.477421,Delivered,515.71,0.941,0.347,0.48,10584.76,10880.37,131,0
282,ORD00282,303,204,2025-02-08 00:00:00,2025-02-08 14:28:21.587002,2025-02-08 14:57:21.587002,Delivered,388.06,0.964,0.067,0.674,11803.92,11617.92,29,0
283,ORD00283,308,201,2025-01-13 00:00:00,2025-01-13 16:13:26.357685,2025-01-13 18:08:26.357685,Delivered,618.24,1.166,0.816,0.551,25771.78,26085.76,115,0
284,ORD00284,302,203,2025-03-04 00:00:00,2025-03-04 11:20:46.412722,2025-03-04 13:00:46.412722,Delivered,448.28,0.917,0.659,0.585,24767.77,25189.57,100,0
285,ORD00285,308,204,2024-02-04 00:00:00,2024-02-04 17:52:20.443147,2024-02-04 19:01:20.443147,Delivered,352.27,1.246,0.41,0.0,20340.54,20481.93,69,0
286,ORD00286,304,204,2024-11-22 00:00:00,2024-11-22 06:49:42.044350,2024-11-22 07:06:42.044350,Delivered,338.18,0.951,0.594,0.233,6387.91,6382.55,17,0
287,ORD00287,306,203,2025-01-11 00:00:00,2025-01-11 21:09:31.957636,2025-01-11 23:18:31.957636,Delivered,288.87,0.855,0.458,0.694,53890.69,54469.36,129,0
288,ORD00288,305,201,2024-10-06 00:00:00,2024-10-06 03:59:40.898315,2024-10-06 03:23:40.898315,Delivered,509.32,0.961,0.319,0.18,4527.57,4431.21,-36,1
289,ORD00289,301,204,2024-04-20 00:00:00,2024-04-20 07:10:50.307285,2024-04-20 07:05:50.307285,Delivered,172.96,1.006,0.393,0.509,3622.12,3680.25,-5,1
290,ORD00290,301,202,2025-02-06 00:00:00,2025-02-06 05:56:20.385701,2025-02-06 06:49:20.385701,Delivered,774.33,1.037,0.36,0.508,4696.41,4721.05,53,0
291,ORD00291,301,204,2024-08-23 00:00:00,2024-08-23 06:30:30.837158,2024-08-23 05:50:30.837158,Delivered,222.88,0.978,0.958,0.292,3520.41,3713.76,-40,1
292,ORD00292,304,202,2024-11-08 00:00:00,2024-11-08 07:04:57.542642,2024-11-08 07:37:57.542642,Delivered,312.86,0.936,0.396,0.299,7911.38,7971.05,33,0
293,ORD00293,302,204,2024-10-22 00:00:00,2024-10-22 09:44:16.277482,2024-10-22 12:35:16.277482,Delivered,154.64,0.927,1.0,0.42,8005.56,8015.03,171,0
294,ORD00294,305,204,2024-05-21 00:00:00,2024-05-21 05:07:10.404929,2024-05-21 05:10:10.404929,Delivered,555.08,0.893,0.382,0.523,3108.57,2880.33,3,0
295,ORD00295,306,203,2025-02-06 00:00:00,2025-02-06 21:26:31.484532,2025-02-06 21:46:31.484532,Delivered,332.54,0.897,0.855,0.294,56484.15,56617.29,20,0
296,ORD00296,303,201,2024-12-26 00:00:00,2024-12-26 13:25:56.982238,2024-12-26 12:59:56.982238,Delivered,643.13,0.917,0.568,0.241,15191.26,15119.94,-26,1
297,ORD00297,308,202,2025-01-11 00:00:00,2025-01-11 17:53:33.522753,2025-01-11 20:26:33.522753,Delivered,455.81,1.09,0.8,0.881,22394.28,22817.19,153,0
298,ORD00298,304,202,2024-10-24 00:00:00,2024-10-24 07:38:09.890183,2024-10-24 09:07:09.890183,Delivered,562.52,0.864,0.55,0.73,7306.66,7626.11,89,0
299,ORD00299,307,204,2024-08-10 00:00:00,2024-08-10 15:00:51.106289,2024-08-10 14:59:51.106289,Delivered,483.27,1.107,0.479,0.739,16477.48,16121.4,-1,1
